objectid,stationcode,sampledate,projectcode,eventcode,protocolcode,agencycode,samplecomments,locationcode,geometryshape,collectionmethodcode,sampletypecode,replicate,collectiondevicename,sievesize,collectiondepth,unitcollectiondepth,sampleid,benthiccollectioncomments,grabsize,unitgrabsize,replicatename,replicatecollectiondate,numberjars,benthiccollectiondetailcomments,agencycode_labeffort,personnelcode_labeffort,percentsamplecounted,totalgrids,gridsanalyzed,gridsvolumeanalyzed,targetorganismcount,actualorganismcount,extraorganismcount,qcorganismcount,discardedorganismcount,effortqacode,benthiclabeffortcomments,finalid,lifestagecode,baresult,result,unitname,resqualcode,qacode,compliancecode,batchverificationcode,taxonomicqualifier,excludedtaxa,personnelcode_result,labsampleid,enterdate,benthicresultcomments,distinctcode,record_origin,origin_lastupdatedate,record_publish,originalid,login_agency,login_owner,login_year,login_email,login_project,globalid,created_user,created_date,last_edited_user,last_edited_date,collectiontime,ceden_publish,asci_sampleid,masterid
32524082,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Epiphyte,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oedogonium sp 3,Not Recorded,2,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524083,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Achnanthidium minutissimum,NR,47,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524084,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Amphipleura pellucida,NR,6,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524085,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Amphora pediculus,NR,7,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524086,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Bacillariophyceae,NR,6,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524087,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Cocconeis pediculus,NR,5,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524088,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Cocconeis placentula,NR,45,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524089,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Cyclotella meneghiniana,NR,5,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524090,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Encyonopsis microcephala,NR,10,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524091,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Eolimna minima,NR,38,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524092,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Epithemia adnata,NR,7,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524093,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Epithemia gibba,NR,4,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524094,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Epithemia sorex,NR,1,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524095,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Epithemia turgida,NR,1,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524096,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Fallacia indifferens,NR,1,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524097,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Fragilaria sp 2,NR,15,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524098,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Fragilaria vaucheriae,NR,8,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524099,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Gomphonema,NR,41,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524100,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Gomphonema affine,NR,2,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524101,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Gomphonema minutum,NR,2,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524102,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Gomphonema parvulum,NR,10,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524103,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Halamphora veneta,NR,1,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524104,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Humidophila gallica,NR,4,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524105,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Meridion circulare,NR,10,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524106,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Navicula cryptocephala,NR,2,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
32524107,801SANT1x,2013-03-12T07:00:00Z,SDCounty_NPS_2012,NA,SWAMP_07_EMAP_01_WS,Southern California Coastal Water Research Project,NA,X,Point,Algae_RWB,Integrated,1,RubDelim & PVCDelim & SyrScrub,None,NA,m,NA,NA,328.2,cm2,NA,NA,NA,NA,Southern California Coastal Water Research Project,NA,0.00000000,NA,NA,NA,600,600,NA,NA,NA,NA,NA,Navicula cryptotenella,NR,30,NA,count,=,None,NA,NA,None,NA,NA,6435.13-02,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,08:37,NA,801SANT1x_2013-03-12_1,801SANT1x
